OrderID,OrderDate,CustomerID,ProductID,StoreID,EmployeeID,Quantity,UnitPrice,DiscountPct,GrossSales,DiscountAmount,NetSales,TotalCost,GrossProfit,SalesChannel,PaymentMethod
ORD000442,2026-07-13,CUST0095,P0067,S023,E059,2,64322.07,0.1,128644.14,12864.41,115779.73,86139.76,29639.97,In-Store,Credit Card
ORD000443,2026-11-10,CUST0280,P0054,S020,E053,1,68034.69,0.0,68034.69,0.0,68034.69,41718.59,26316.1,Online,UPI
ORD000444,2026-03-28,CUST0039,P0075,S015,E045,4,106327.24,0.05,425308.96,21265.45,404043.51,276171.6,127871.91,Corporate,Credit Card
ORD000445,2025-10-16,CUST0101,P0002,S007,E050,3,16411.5,0.05,49234.5,2461.73,46772.77,24686.79,22085.98,Online,Bank Transfer
ORD000446,2025-05-21,CUST0477,P0030,S010,E034,3,112461.58,0.05,337384.74,16869.24,320515.5,158796.72,161718.78,Corporate,Credit Card
ORD000447,2025-03-25,CUST0192,P0051,S015,E048,3,99019.09,0.0,297057.27,0.0,297057.27,157304.64,139752.63,In-Store,Bank Transfer
ORD000448,2026-11-25,CUST0261,P0023,S006,E026,3,66598.75,0.1,199796.25,19979.62,179816.63,145465.32,34351.31,Online,UPI
ORD000449,2026-01-26,CUST0396,P0012,S020,E053,1,64212.8,0.05,64212.8,3210.64,61002.16,50183.01,10819.15,In-Store,UPI
ORD000450,2026-08-14,CUST0303,P0004,S015,E039,1,93260.8,0.0,93260.8,0.0,93260.8,57821.79,35439.01,Online,Credit Card
ORD000451,2025-08-03,CUST0246,P0025,S013,E004,2,112547.81,0.2,225095.62,45019.12,180076.5,123646.06,56430.44,In-Store,Cash
ORD000452,2026-06-10,CUST0202,P0001,S006,E043,4,70294.92,0.05,281179.68,14058.98,267120.7,128340.44,138780.26,Corporate,UPI
ORD000453,2025-08-03,CUST0333,P0002,S002,E049,1,16180.24,0.0,16180.24,0.0,16180.24,8228.93,7951.31,Online,Credit Card
ORD000454,2026-02-07,CUST0142,P0055,S014,E014,2,64512.08,0.05,129024.16,6451.21,122572.95,82849.7,39723.25,Online,Bank Transfer
ORD000455,2025-05-08,CUST0213,P0046,S001,E021,5,48707.02,0.1,243535.1,24353.51,219181.59,109266.7,109914.89,In-Store,UPI
ORD000456,2026-04-22,CUST0416,P0055,S023,E022,2,62001.65,0.1,124003.3,12400.33,111602.97,82849.7,28753.27,In-Store,UPI
ORD000457,2026-02-08,CUST0315,P0067,S002,E018,2,62982.66,0.0,125965.32,0.0,125965.32,86139.76,39825.56,Online,Cash
ORD000458,2025-01-29,CUST0209,P0022,S018,E025,2,71218.06,0.0,142436.12,0.0,142436.12,70147.68,72288.44,In-Store,Bank Transfer
ORD000459,2025-12-04,CUST0494,P0007,S004,E037,2,60095.04,0.1,120190.08,12019.01,108171.07,77084.26,31086.81,Online,Credit Card
ORD000460,2026-12-15,CUST0064,P0009,S004,E029,2,43277.02,0.1,86554.04,8655.4,77898.64,59441.2,18457.44,Online,UPI
ORD000461,2025-12-27,CUST0433,P0067,S019,E009,3,64520.16,0.15,193560.48,29034.07,164526.41,129209.64,35316.77,In-Store,Bank Transfer
ORD000462,2026-07-23,CUST0260,P0017,S019,E009,2,64716.63,0.05,129433.26,6471.66,122961.6,80855.86,42105.74,In-Store,UPI
ORD000463,2026-01-27,CUST0264,P0003,S002,E036,3,106837.2,0.2,320511.6,64102.32,256409.28,226503.6,29905.68,Corporate,Bank Transfer
ORD000464,2025-08-06,CUST0371,P0010,S005,E017,4,7860.02,0.1,31440.08,3144.01,28296.07,19413.44,8882.63,Online,Bank Transfer
ORD000465,2026-07-28,CUST0101,P0074,S020,E053,4,97494.18,0.0,389976.72,0.0,389976.72,295973.72,94003.0,In-Store,Cash
ORD000466,2026-10-31,CUST0203,P0039,S007,E050,2,7406.48,0.1,14812.96,1481.3,13331.66,8188.5,5143.16,In-Store,UPI
ORD000467,2025-07-21,CUST0312,P0074,S013,E056,2,100356.85,0.1,200713.7,20071.37,180642.33,147986.86,32655.47,In-Store,Cash
ORD000468,2025-01-17,CUST0496,P0030,S023,E052,5,110211.36,0.05,551056.8,27552.84,523503.96,264661.2,258842.76,In-Store,UPI
ORD000469,2025-11-18,CUST0037,P0014,S014,E014,2,53885.9,0.0,107771.8,0.0,107771.8,71408.4,36363.4,Online,Cash
ORD000470,2026-06-02,CUST0031,P0015,S016,E013,1,53085.39,0.05,53085.39,2654.27,50431.12,29528.04,20903.08,Online,Credit Card
ORD000471,2026-07-24,CUST0452,P0028,S021,E003,1,18991.07,0.05,18991.07,949.55,18041.52,8891.34,9150.18,Online,Credit Card
ORD000472,2025-11-21,CUST0418,P0054,S003,E038,4,71781.25,0.05,287125.0,14356.25,272768.75,166874.36,105894.39,Corporate,Bank Transfer
ORD000473,2026-02-16,CUST0404,P0025,S020,E053,1,112696.72,0.0,112696.72,0.0,112696.72,61823.03,50873.69,Online,UPI
ORD000474,2025-11-14,CUST0478,P0025,S008,E024,5,111881.55,0.05,559407.75,27970.39,531437.36,309115.15,222322.21,In-Store,Cash
ORD000475,2026-11-12,CUST0307,P0001,S025,E042,1,73172.89,0.05,73172.89,3658.64,69514.25,32085.11,37429.14,Corporate,UPI
ORD000476,2025-03-23,CUST0324,P0057,S025,E042,4,43874.94,0.1,175499.76,17549.98,157949.78,125475.36,32474.42,Online,Bank Transfer
ORD000477,2026-04-19,CUST0047,P0026,S004,E037,2,62140.94,0.1,124281.88,12428.19,111853.69,63899.74,47953.95,Online,Bank Transfer
ORD000478,2026-04-13,CUST0265,P0022,S017,E006,2,74508.19,0.1,149016.38,14901.64,134114.74,70147.68,63967.06,Online,Bank Transfer
ORD000479,2026-03-01,CUST0037,P0037,S003,E038,2,97613.51,0.0,195227.02,0.0,195227.02,122076.8,73150.22,In-Store,Bank Transfer
ORD000480,2026-11-20,CUST0375,P0023,S019,E009,10,64662.13,0.05,646621.2999999999,32331.06,614290.24,484884.4,129405.84,Online,Cash
ORD000481,2025-07-23,CUST0278,P0035,S003,E038,1,66036.25,0.05,66036.25,3301.81,62734.44,33169.23,29565.21,In-Store,Bank Transfer
ORD000482,2026-08-06,CUST0277,P0001,S007,E050,2,73251.5,0.1,146503.0,14650.3,131852.7,64170.22,67682.48,In-Store,Bank Transfer
ORD000483,2026-01-22,CUST0241,P0018,S011,E055,1,75153.62,0.0,75153.62,0.0,75153.62,36444.74,38708.88,In-Store,Cash
ORD000484,2025-04-08,CUST0154,P0076,S017,E006,2,56891.48,0.15,113782.96,17067.44,96715.52,56248.5,40467.02,In-Store,Cash
ORD000485,2025-12-11,CUST0249,P0050,S016,E013,3,16534.83,0.1,49604.49000000001,4960.45,44644.04,35095.26,9548.78,Online,Bank Transfer
ORD000486,2025-07-27,CUST0408,P0062,S014,E014,1,103526.82,0.0,103526.82,0.0,103526.82,79294.19,24232.63,Online,Cash
ORD000487,2026-05-29,CUST0104,P0060,S007,E050,2,120224.82,0.15,240449.64,36067.45,204382.19,119321.54,85060.65,In-Store,UPI
ORD000488,2026-09-28,CUST0072,P0023,S009,E015,3,60676.1,0.0,182028.3,0.0,182028.3,145465.32,36562.98,In-Store,UPI
ORD000489,2026-08-09,CUST0178,P0067,S010,E010,4,64386.98,0.0,257547.92,0.0,257547.92,172279.52,85268.4,Corporate,Cash
ORD000490,2025-06-15,CUST0298,P0046,S010,E034,5,48635.4,0.1,243177.0,24317.7,218859.3,109266.7,109592.6,In-Store,Credit Card
ORD000491,2025-01-22,CUST0233,P0011,S012,E040,2,54257.74,0.0,108515.48,0.0,108515.48,72348.14,36167.34,Corporate,Credit Card
ORD000492,2025-06-03,CUST0404,P0076,S019,E009,1,57110.69,0.0,57110.69,0.0,57110.69,28124.25,28986.44,In-Store,Bank Transfer
ORD000493,2026-03-15,CUST0231,P0044,S024,E005,1,101238.55,0.05,101238.55,5061.93,96176.62,71845.89,24330.73,In-Store,Cash
ORD000494,2025-10-22,CUST0092,P0036,S022,E032,1,63144.4,0.05,63144.4,3157.22,59987.18,32609.95,27377.23,In-Store,Credit Card
ORD000495,2025-08-07,CUST0017,P0071,S023,E044,2,101395.95,0.0,202791.9,0.0,202791.9,111375.1,91416.8,Online,Credit Card
ORD000496,2026-10-31,CUST0118,P0025,S020,E053,2,117622.01,0.1,235244.02,23524.4,211719.62,123646.06,88073.56,In-Store,Cash
ORD000497,2026-05-10,CUST0360,P0053,S010,E010,2,55767.37,0.0,111534.74,0.0,111534.74,90074.7,21460.04,Online,Credit Card
ORD000498,2025-08-18,CUST0126,P0015,S022,E028,3,51656.76,0.05,154970.28,7748.51,147221.77,88584.12,58637.65,Online,Bank Transfer
ORD000499,2025-01-20,CUST0456,P0058,S008,E060,4,115576.66,0.1,462306.64,46230.66,416075.98,282459.88,133616.1,In-Store,Bank Transfer
ORD000500,2026-07-07,CUST0214,P0029,S003,E038,1,17283.06,0.0,17283.06,0.0,17283.06,11198.48,6084.58,Corporate,UPI
ORD000501,2025-05-28,CUST0024,P0070,S008,E060,2,120476.31,0.0,240952.62,0.0,240952.62,123621.62,117331.0,Online,Bank Transfer
ORD000502,2025-04-18,CUST0417,P0048,S013,E004,1,111909.53,0.15,111909.53,16786.43,95123.1,91394.2,3728.9,In-Store,UPI
ORD000503,2026-02-07,CUST0186,P0028,S014,E014,4,19811.41,0.0,79245.64,0.0,79245.64,35565.36,43680.28,In-Store,Credit Card
ORD000504,2026-08-19,CUST0460,P0018,S020,E053,5,74632.67,0.1,373163.35,37316.34,335847.01,182223.7,153623.31,Online,Cash
ORD000505,2026-04-28,CUST0324,P0070,S010,E034,1,116942.71,0.0,116942.71,0.0,116942.71,61810.81,55131.9,Online,Credit Card
ORD000506,2026-01-02,CUST0485,P0032,S025,E007,4,71978.66,0.1,287914.64,28791.46,259123.18,220134.6,38988.58,In-Store,Credit Card
ORD000507,2026-02-18,CUST0392,P0027,S007,E050,2,4975.73,0.15,9951.46,1492.72,8458.74,4437.78,4020.96,Corporate,Credit Card
ORD000508,2025-11-05,CUST0221,P0006,S020,E053,1,83309.91,0.1,83309.91,8330.99,74978.92,54230.57,20748.35,Online,Bank Transfer
ORD000509,2025-05-14,CUST0463,P0009,S019,E009,2,42961.4,0.05,85922.8,4296.14,81626.66,59441.2,22185.46,Corporate,Bank Transfer
ORD000510,2026-12-20,CUST0055,P0001,S016,E013,4,72955.75,0.1,291823.0,29182.3,262640.7,128340.44,134300.26,Corporate,UPI
ORD000511,2025-10-10,CUST0290,P0047,S002,E049,1,85832.29,0.05,85832.29,4291.61,81540.68,67426.13,14114.55,In-Store,Cash
ORD000512,2025-03-14,CUST0291,P0070,S014,E014,1,122450.07,0.1,122450.07,12245.01,110205.06,61810.81,48394.25,Online,Cash
ORD000513,2026-04-26,CUST0122,P0040,S005,E017,10,119250.03,0.1,1192500.3,119250.03,1073250.27,765435.8,307814.47,In-Store,UPI
ORD000514,2025-12-18,CUST0289,P0067,S015,E045,1,66180.67,0.0,66180.67,0.0,66180.67,43069.88,23110.79,In-Store,Credit Card
ORD000515,2026-07-14,CUST0153,P0069,S006,E043,10,25506.41,0.1,255064.1,25506.41,229557.69,203223.9,26333.79,Online,Credit Card
ORD000516,2025-11-22,CUST0472,P0044,S012,E040,2,103541.19,0.05,207082.38,10354.12,196728.26,143691.78,53036.48,In-Store,Bank Transfer
ORD000517,2026-03-19,CUST0421,P0064,S023,E059,1,60914.25,0.15,60914.25,9137.14,51777.11,41701.22,10075.89,In-Store,UPI
ORD000518,2025-04-10,CUST0036,P0025,S009,E015,10,121353.68,0.05,1213536.8,60676.84,1152859.96,618230.3,534629.66,In-Store,Credit Card
ORD000519,2025-02-28,CUST0311,P0058,S007,E050,1,113416.89,0.0,113416.89,0.0,113416.89,70614.97,42801.92,In-Store,Bank Transfer
ORD000520,2026-05-23,CUST0360,P0008,S003,E038,3,112237.51,0.2,336712.53,67342.51,269370.02,245766.69,23603.33,In-Store,Bank Transfer
ORD000521,2025-09-15,CUST0380,P0043,S008,E060,2,25541.69,0.0,51083.38,0.0,51083.38,36994.06,14089.32,In-Store,Bank Transfer
ORD000522,2026-02-17,CUST0159,P0069,S025,E042,3,25178.27,0.1,75534.81,7553.48,67981.33,60967.17,7014.16,In-Store,Bank Transfer
ORD000523,2026-03-28,CUST0047,P0024,S022,E011,1,55835.39,0.05,55835.39,2791.77,53043.62,38193.46,14850.16,Corporate,Bank Transfer
ORD000524,2025-03-06,CUST0479,P0070,S003,E038,3,124204.43,0.1,372613.29,37261.33,335351.96,185432.43,149919.53,Online,UPI
ORD000525,2026-08-18,CUST0486,P0001,S013,E004,1,73873.58,0.0,73873.58,0.0,73873.58,32085.11,41788.47,In-Store,Cash
ORD000526,2025-06-03,CUST0055,P0065,S019,E009,2,88000.28,0.0,176000.56,0.0,176000.56,128660.26,47340.3,In-Store,UPI
ORD000527,2025-09-23,CUST0180,P0031,S002,E036,1,43013.84,0.0,43013.84,0.0,43013.84,28394.23,14619.61,Online,Cash
ORD000528,2025-03-20,CUST0069,P0052,S010,E002,4,4459.41,0.1,17837.64,1783.76,16053.88,13867.8,2186.08,Corporate,Bank Transfer
ORD000529,2025-11-11,CUST0022,P0051,S017,E006,1,93306.54,0.05,93306.54,4665.33,88641.21,52434.88,36206.33,In-Store,UPI
ORD000530,2026-10-24,CUST0105,P0026,S020,E053,2,62234.79,0.0,124469.58,0.0,124469.58,63899.74,60569.84,Online,UPI
ORD000531,2026-07-14,CUST0489,P0020,S010,E034,3,62435.12,0.0,187305.36,0.0,187305.36,109989.81,77315.55,In-Store,Bank Transfer
ORD000532,2025-09-05,CUST0266,P0052,S018,E025,3,4353.89,0.05,13061.67,653.08,12408.59,10400.85,2007.74,In-Store,Cash
ORD000533,2026-09-02,CUST0427,P0069,S005,E017,4,26015.47,0.1,104061.88,10406.19,93655.69,81289.56,12366.13,Online,Credit Card
ORD000534,2026-02-18,CUST0065,P0004,S022,E011,3,91396.48,0.15,274189.44,41128.42,233061.02,173465.37,59595.65,In-Store,Credit Card
ORD000535,2025-01-25,CUST0487,P0001,S004,E029,1,68518.75,0.05,68518.75,3425.94,65092.81,32085.11,33007.7,Online,Cash
ORD000536,2025-10-11,CUST0355,P0031,S012,E054,10,43870.93,0.1,438709.3,43870.93,394838.37,283942.3,110896.07,In-Store,Cash
ORD000537,2026-03-25,CUST0113,P0069,S015,E057,1,24626.7,0.1,24626.7,2462.67,22164.03,20322.39,1841.64,In-Store,Credit Card
ORD000538,2025-10-28,CUST0027,P0004,S018,E025,10,88482.98,0.0,884829.7999999999,0.0,884829.8,578217.9,306611.9,Online,Bank Transfer
ORD000539,2025-03-09,CUST0062,P0013,S004,E029,4,54207.26,0.0,216829.04,0.0,216829.04,160960.12,55868.92,In-Store,Credit Card
ORD000540,2025-01-07,CUST0429,P0033,S001,E021,3,10274.32,0.1,30822.96,3082.3,27740.66,21549.15,6191.51,In-Store,Cash
ORD000541,2025-05-17,CUST0497,P0046,S023,E044,2,47269.38,0.05,94538.76,4726.94,89811.82,43706.68,46105.14,In-Store,Cash
ORD000542,2025-06-13,CUST0394,P0003,S013,E004,1,101120.82,0.05,101120.82,5056.04,96064.78,75501.2,20563.58,Corporate,Bank Transfer
ORD000543,2025-03-24,CUST0218,P0019,S004,E029,2,43464.1,0.2,86928.2,17385.64,69542.56,42435.48,27107.08,In-Store,UPI
ORD000544,2026-10-12,CUST0061,P0071,S007,E050,4,96719.21,0.05,386876.84,19343.84,367533.0,222750.2,144782.8,In-Store,Cash
ORD000545,2026-02-24,CUST0078,P0079,S003,E038,5,859.77,0.05,4298.85,214.94,4083.91,2155.35,1928.56,Online,UPI
ORD000546,2025-03-14,CUST0035,P0076,S005,E035,10,60604.74,0.05,606047.4,30302.37,575745.03,281242.5,294502.53,Online,Cash
ORD000547,2025-08-25,CUST0359,P0035,S009,E016,1,65946.44,0.0,65946.44,0.0,65946.44,33169.23,32777.21,Corporate,Bank Transfer
ORD000548,2025-02-15,CUST0060,P0064,S006,E043,3,61764.06,0.15,185292.18,27793.83,157498.35,125103.66,32394.69,In-Store,Bank Transfer
ORD000549,2026-09-10,CUST0259,P0049,S012,E046,2,44010.49,0.05,88020.98,4401.05,83619.93,52715.22,30904.71,Online,Credit Card
ORD000550,2025-09-19,CUST0108,P0040,S022,E028,4,114523.82,0.0,458095.28,0.0,458095.28,306174.32,151920.96,In-Store,UPI
ORD000551,2025-06-25,CUST0167,P0080,S019,E009,2,37801.16,0.05,75602.32,3780.12,71822.2,34610.84,37211.36,Corporate,Bank Transfer
ORD000552,2025-06-15,CUST0026,P0022,S017,E006,2,72185.92,0.15,144371.84,21655.78,122716.06,70147.68,52568.38,In-Store,UPI
ORD000553,2026-10-19,CUST0384,P0060,S025,E007,3,119367.33,0.0,358101.99,0.0,358101.99,178982.31,179119.68,Online,Credit Card
ORD000554,2026-01-05,CUST0009,P0039,S006,E026,1,7327.38,0.05,7327.38,366.37,6961.01,4094.25,2866.76,In-Store,Bank Transfer
ORD000555,2025-02-23,CUST0142,P0047,S008,E024,1,85383.52,0.05,85383.52,4269.18,81114.34,67426.13,13688.21,In-Store,Cash
ORD000556,2026-11-21,CUST0231,P0050,S003,E038,1,16144.46,0.05,16144.46,807.22,15337.24,11698.42,3638.82,Online,UPI
ORD000557,2026-02-23,CUST0413,P0003,S021,E051,3,103190.15,0.0,309570.45,0.0,309570.45,226503.6,83066.85,Online,Bank Transfer
ORD000558,2026-05-22,CUST0424,P0064,S008,E024,4,61495.76,0.05,245983.04,12299.15,233683.89,166804.88,66879.01,In-Store,Credit Card
ORD000559,2025-12-07,CUST0118,P0013,S024,E041,3,54112.39,0.1,162337.17,16233.72,146103.45,120720.09,25383.36,In-Store,Cash
ORD000560,2025-05-07,CUST0158,P0070,S016,E013,2,122838.77,0.1,245677.54,24567.75,221109.79,123621.62,97488.17,In-Store,Bank Transfer
ORD000561,2026-02-13,CUST0275,P0028,S021,E047,3,19905.69,0.1,59717.06999999999,5971.71,53745.36,26674.02,27071.34,Online,Cash
ORD000562,2026-01-02,CUST0445,P0067,S008,E060,5,66128.75,0.0,330643.75,0.0,330643.75,215349.4,115294.35,Online,Cash
ORD000563,2025-09-28,CUST0405,P0063,S023,E059,1,36303.78,0.0,36303.78,0.0,36303.78,20266.79,16036.99,In-Store,Cash
ORD000564,2026-10-06,CUST0254,P0029,S004,E037,2,18120.87,0.1,36241.74,3624.17,32617.57,22396.96,10220.61,In-Store,Credit Card
ORD000565,2026-08-28,CUST0151,P0008,S018,E025,1,110270.2,0.15,110270.2,16540.53,93729.67,81922.23,11807.44,In-Store,UPI
ORD000566,2026-01-14,CUST0125,P0002,S015,E048,5,16292.63,0.1,81463.15,8146.32,73316.83,41144.65,32172.18,In-Store,UPI
ORD000567,2025-03-14,CUST0316,P0070,S016,E013,10,113515.51,0.1,1135155.1,113515.51,1021639.59,618108.1,403531.49,Online,Bank Transfer
ORD000568,2025-09-05,CUST0373,P0065,S006,E026,2,86866.93,0.15,173733.86,26060.08,147673.78,128660.26,19013.52,In-Store,Credit Card
ORD000569,2025-02-12,CUST0165,P0024,S010,E010,4,55955.52,0.15,223822.08,33573.31,190248.77,152773.84,37474.93,In-Store,Cash
ORD000570,2026-01-12,CUST0081,P0054,S025,E007,2,67294.12,0.1,134588.24,13458.82,121129.42,83437.18,37692.24,In-Store,Credit Card
ORD000571,2025-02-10,CUST0136,P0062,S006,E043,1,99706.6,0.05,99706.6,4985.33,94721.27,79294.19,15427.08,In-Store,Cash
ORD000572,2025-06-19,CUST0464,P0006,S015,E057,1,81264.81,0.0,81264.81,0.0,81264.81,54230.57,27034.24,Online,Credit Card
ORD000573,2025-07-31,CUST0451,P0032,S015,E057,5,75548.58,0.05,377742.9,18887.14,358855.76,275168.25,83687.51,In-Store,Cash
ORD000574,2026-05-08,CUST0274,P0068,S021,E051,5,44396.88,0.05,221984.4,11099.22,210885.18,161782.7,49102.48,In-Store,Credit Card
ORD000575,2026-11-11,CUST0052,P0046,S012,E040,2,45580.42,0.05,91160.84,4558.04,86602.8,43706.68,42896.12,Corporate,Cash
ORD000576,2025-02-08,CUST0242,P0053,S016,E013,10,58320.89,0.05,583208.9,29160.45,554048.45,450373.5,103674.95,In-Store,UPI
ORD000577,2026-01-04,CUST0073,P0037,S009,E016,1,104226.13,0.0,104226.13,0.0,104226.13,61038.4,43187.73,In-Store,UPI
ORD000578,2025-05-31,CUST0459,P0053,S023,E044,1,54458.99,0.2,54458.99,10891.8,43567.19,45037.35,-1470.16,In-Store,Cash
ORD000579,2025-04-21,CUST0135,P0019,S010,E002,4,43585.07,0.0,174340.28,0.0,174340.28,84870.96,89469.32,In-Store,Cash
ORD000580,2026-04-25,CUST0500,P0061,S010,E002,2,6930.07,0.1,13860.14,1386.01,12474.13,6549.9,5924.23,In-Store,Cash
ORD000581,2026-03-12,CUST0238,P0009,S010,E010,4,41499.0,0.05,165996.0,8299.8,157696.2,118882.4,38813.8,Corporate,Credit Card
ORD000582,2025-02-16,CUST0084,P0013,S019,E009,1,51204.25,0.1,51204.25,5120.42,46083.83,40240.03,5843.8,Corporate,Cash
ORD000583,2026-07-29,CUST0414,P0052,S020,E053,1,4326.77,0.15,4326.77,649.02,3677.75,3466.95,210.8,In-Store,Bank Transfer
ORD000584,2026-01-01,CUST0154,P0073,S018,E025,4,90895.62,0.0,363582.48,0.0,363582.48,177792.12,185790.36,Online,Cash
ORD000585,2025-03-10,CUST0020,P0030,S021,E051,5,112583.98,0.2,562919.9,112583.98,450335.92,264661.2,185674.72,In-Store,Bank Transfer
ORD000586,2025-10-26,CUST0355,P0062,S022,E028,4,106138.05,0.05,424552.2,21227.61,403324.59,317176.76,86147.83,Online,Credit Card
ORD000587,2025-10-23,CUST0180,P0014,S004,E037,1,55504.93,0.15,55504.93,8325.74,47179.19,35704.2,11474.99,Online,UPI
ORD000588,2025-07-22,CUST0349,P0012,S002,E023,4,67199.46,0.15,268797.84,40319.68,228478.16,200732.04,27746.12,In-Store,Cash
ORD000589,2025-03-02,CUST0218,P0053,S005,E035,2,54377.83,0.1,108755.66,10875.57,97880.09,90074.7,7805.39,Corporate,Cash
ORD000590,2025-11-10,CUST0212,P0070,S003,E038,3,120019.71,0.05,360059.13,18002.96,342056.17,185432.43,156623.74,In-Store,Credit Card
ORD000591,2025-06-10,CUST0184,P0071,S017,E006,1,95246.86,0.0,95246.86,0.0,95246.86,55687.55,39559.31,Corporate,UPI
ORD000592,2025-11-27,CUST0164,P0033,S010,E034,3,10840.76,0.0,32522.28,0.0,32522.28,21549.15,10973.13,Corporate,Bank Transfer
ORD000593,2026-06-12,CUST0322,P0012,S001,E021,1,67721.46,0.0,67721.46,0.0,67721.46,50183.01,17538.45,Online,Credit Card
ORD000594,2025-12-04,CUST0227,P0018,S011,E058,2,77411.33,0.1,154822.66,15482.27,139340.39,72889.48,66450.91,In-Store,UPI
ORD000595,2026-08-29,CUST0478,P0006,S010,E010,2,84644.28,0.05,169288.56,8464.43,160824.13,108461.14,52362.99,Online,Bank Transfer
ORD000596,2025-10-31,CUST0173,P0012,S019,E009,5,65533.04,0.0,327665.2,0.0,327665.2,250915.05,76750.15,In-Store,Cash
ORD000597,2026-05-18,CUST0074,P0044,S011,E030,1,103545.72,0.0,103545.72,0.0,103545.72,71845.89,31699.83,Online,Credit Card
ORD000598,2026-10-12,CUST0068,P0062,S009,E012,2,99000.77,0.1,198001.54,19800.15,178201.39,158588.38,19613.01,In-Store,Credit Card
ORD000599,2025-12-04,CUST0383,P0014,S001,E021,2,55915.67,0.15,111831.34,16774.7,95056.64,71408.4,23648.24,Corporate,Cash
ORD000600,2026-07-04,CUST0300,P0079,S016,E013,3,899.88,0.2,2699.64,539.93,2159.71,1293.21,866.5,In-Store,UPI
ORD000601,2026-10-01,CUST0090,P0028,S001,E021,2,19101.17,0.0,38202.34,0.0,38202.34,17782.68,20419.66,Corporate,Credit Card
ORD000602,2025-10-02,CUST0022,P0054,S013,E004,1,68771.15,0.05,68771.15,3438.56,65332.59,41718.59,23614.0,In-Store,Bank Transfer
ORD000603,2025-06-13,CUST0148,P0033,S006,E043,2,10844.28,0.05,21688.56,1084.43,20604.13,14366.1,6238.03,Online,Bank Transfer
ORD000604,2026-03-19,CUST0315,P0074,S010,E002,5,101055.61,0.05,505278.05,25263.9,480014.15,369967.15,110047.0,Online,Bank Transfer
ORD000605,2025-11-15,CUST0024,P0074,S004,E037,4,96023.55,0.05,384094.2,19204.71,364889.49,295973.72,68915.77,In-Store,Bank Transfer
ORD000606,2026-08-12,CUST0417,P0052,S025,E001,3,4205.8,0.1,12617.4,1261.74,11355.66,10400.85,954.81,Online,Bank Transfer
ORD000607,2026-05-19,CUST0069,P0003,S003,E038,10,107716.09,0.0,1077160.9,0.0,1077160.9,755012.0,322148.9,Online,Credit Card
ORD000608,2026-11-17,CUST0337,P0001,S025,E042,4,72884.27,0.05,291537.08,14576.85,276960.23,128340.44,148619.79,Corporate,Credit Card
ORD000609,2026-01-22,CUST0199,P0032,S019,E009,2,71426.42,0.2,142852.84,28570.57,114282.27,110067.3,4214.97,In-Store,Bank Transfer
ORD000610,2026-08-26,CUST0388,P0029,S015,E045,3,18591.58,0.05,55774.74000000001,2788.74,52986.0,33595.44,19390.56,Corporate,UPI
ORD000611,2026-11-22,CUST0220,P0022,S001,E021,2,72156.4,0.0,144312.8,0.0,144312.8,70147.68,74165.12,In-Store,Credit Card
ORD000612,2026-05-09,CUST0012,P0005,S016,E013,3,62562.59,0.0,187687.77,0.0,187687.77,96219.0,91468.77,In-Store,Cash
ORD000613,2026-05-05,CUST0393,P0023,S022,E020,2,65527.53,0.15,131055.06,19658.26,111396.8,96976.88,14419.92,In-Store,Cash
ORD000614,2026-12-22,CUST0086,P0042,S013,E056,3,54179.67,0.1,162539.01,16253.9,146285.11,108872.04,37413.07,Corporate,Credit Card
ORD000615,2025-03-14,CUST0203,P0056,S002,E049,5,45692.29,0.1,228461.45,22846.15,205615.3,148726.0,56889.3,Online,Cash
ORD000616,2026-05-24,CUST0085,P0008,S001,E021,5,106118.41,0.05,530592.05,26529.6,504062.45,409611.15,94451.3,Corporate,UPI
ORD000617,2026-01-25,CUST0418,P0008,S025,E042,3,106955.07,0.15,320865.21,48129.78,272735.43,245766.69,26968.74,Online,Bank Transfer
ORD000618,2026-09-11,CUST0351,P0066,S025,E031,2,82499.81,0.05,164999.62,8249.98,156749.64,118905.82,37843.82,Corporate,Bank Transfer
ORD000619,2025-10-22,CUST0192,P0072,S001,E021,3,5268.18,0.0,15804.54,0.0,15804.54,9470.49,6334.05,In-Store,Credit Card
ORD000620,2026-01-04,CUST0030,P0053,S015,E045,3,54516.53,0.05,163549.59,8177.48,155372.11,135112.05,20260.06,In-Store,Bank Transfer
ORD000621,2026-11-25,CUST0004,P0040,S025,E007,3,117114.42,0.1,351343.26,35134.33,316208.93,229630.74,86578.19,In-Store,UPI
ORD000622,2026-07-03,CUST0389,P0014,S008,E024,4,53231.9,0.15,212927.6,31939.14,180988.46,142816.8,38171.66,In-Store,UPI
ORD000623,2026-10-11,CUST0235,P0020,S008,E060,4,60380.83,0.05,241523.32,12076.17,229447.15,146653.08,82794.07,Online,UPI
ORD000624,2026-07-22,CUST0005,P0053,S021,E047,3,57947.27,0.0,173841.81,0.0,173841.81,135112.05,38729.76,Online,Cash
ORD000625,2025-07-06,CUST0278,P0054,S003,E038,1,72631.08,0.15,72631.08,10894.66,61736.42,41718.59,20017.83,In-Store,Credit Card
ORD000626,2026-03-21,CUST0303,P0050,S015,E048,1,15580.69,0.0,15580.69,0.0,15580.69,11698.42,3882.27,In-Store,Credit Card
ORD000627,2026-07-24,CUST0186,P0079,S018,E025,2,893.68,0.05,1787.36,89.37,1697.99,862.14,835.85,In-Store,Bank Transfer
